ID	ComplexCtxs	ContraFlag	Veridical	Antiveridical	Averidical	Equals	Superclass	Subclass	Disjoint	TargetLabel
1092b	1	0	1	1	0	1	0	0	0	DL
1093a	0	0	1	0	0	1	1	0	0	B
1094a	0	0	1	0	0	1	0	0	0	B
1097a	0	0	1	0	1	1	0	0	0	B
1099a	1	0	1	0	0	1	0	0	0	B
1099b	1	0	1	1	0	1	0	0	0	B
1104a	1	0	1	0	0	0	0	0	1	B
1105a	0	0	1	0	1	0	0	1	1	B
1109a	0	0	1	0	0	1	0	0	0	DL
1109b	0	0	1	0	0	1	0	0	0	B
1111a	0	0	1	0	1	1	0	1	0	B
1112a	1	0	1	1	0	1	1	0	0	B
1115a	1	0	1	0	0	1	0	0	0	B
1122a	1	0	1	0	0	1	0	0	0	B
1122b	1	0	1	1	0	1	0	0	0	B
1129a	0	0	1	0	0	1	0	0	0	B
1133a	1	0	1	0	0	1	0	0	0	B
1135a	1	0	1	0	0	0	0	1	0	B
1145a	1	0	1	0	0	0	0	0	1	B
1147a	1	0	1	0	0	0	0	0	1	B
1149a	0	0	1	1	0	1	0	0	0	B
1149b	1	0	1	1	0	1	0	0	0	B
1153a	0	0	1	1	0	1	0	0	0	B
1154a	0	0	1	0	0	1	0	0	0	B
1155a	0	0	1	1	0	1	0	0	0	B
1155b	1	0	1	1	0	1	0	0	0	N
1157a	0	0	1	0	0	1	0	0	0	B
1161a	1	0	1	0	0	1	0	0	0	B
1162a	1	0	1	0	0	0	1	0	0	B
1165a	1	0	1	0	0	0	1	0	0	DL
1167a	1	0	1	0	0	1	0	0	0	B
1167b	1	0	1	1	0	1	0	0	0	B
1169a	1	0	1	0	0	1	0	0	0	B
1169b	1	0	1	1	0	1	0	0	0	B
1175a	0	0	1	0	0	1	0	0	0	B
1179a	1	0	1	0	0	1	0	0	0	B
1180a	1	0	1	1	0	1	0	0	0	B
1182a	1	0	1	0	0	1	0	0	0	B
1184a	0	0	1	0	0	1	0	1	0	B
1188a	0	0	1	0	0	1	0	0	0	B
1191a	0	0	1	0	0	1	0	0	0	B
1193a	0	0	1	0	0	1	1	0	0	DL
1193b	0	0	1	0	0	1	0	1	0	DL
1194a	0	0	1	1	0	1	0	0	0	B
1194b	0	0	1	1	0	1	0	0	0	B
1195a	1	0	1	0	0	1	0	0	0	B
1195b	1	0	1	0	0	1	0	0	0	DL
1200a	0	0	1	1	0	1	0	0	0	B
1200b	0	0	1	1	0	1	0	0	0	DL
1202a	0	0	1	0	0	1	1	0	0	B
1205a	0	0	1	0	0	1	0	0	0	B
1206a	0	0	1	0	0	1	1	0	0	DL
1206b	0	0	1	0	0	1	0	1	0	DL
1207a	1	0	1	1	0	1	0	0	0	B
1207b	1	0	1	1	0	1	0	0	0	B
1212a	0	0	1	0	0	1	1	0	0	B
1213a	0	0	1	1	0	1	0	0	0	B
1214a	0	0	1	0	0	1	0	0	0	B
1214b	0	0	1	0	0	1	0	0	0	DL
1215a	0	0	1	0	0	1	0	0	0	B
1219a	0	0	1	0	0	1	1	0	0	B
1221a	0	0	1	0	0	1	0	1	0	B
1222a	1	0	1	1	0	1	1	0	0	B
1222b	1	0	1	1	0	1	0	1	0	DL
1227a	1	0	1	1	0	1	0	0	0	B
1227b	1	0	1	0	0	1	0	0	0	B
1228a	0	0	1	0	0	1	0	0	0	B
1230a	0	0	1	0	0	1	1	0	0	N
1239a	0	0	1	0	0	0	0	1	0	B
1240a	1	0	1	1	0	1	0	0	0	B
1242a	1	0	1	0	0	1	0	0	0	B
1242b	0	0	1	0	0	1	0	0	0	DL
1244a	0	0	1	0	0	1	0	0	1	S
1246a	1	0	1	0	0	0	0	0	1	B
1248a	1	0	1	0	0	0	1	0	0	B
1249a	1	0	1	1	0	1	0	0	0	B
1251a	1	0	1	0	0	1	0	0	0	DL
1251b	1	0	1	0	0	1	0	0	0	DL
1255a	0	0	1	0	0	1	1	0	0	B
1259a	0	0	1	0	0	1	1	0	0	B
1268a	0	0	1	0	0	1	1	0	0	DL
1268b	0	0	1	0	0	1	0	1	0	DL
1270a	0	0	1	1	0	1	0	0	0	B
1270b	0	0	1	1	0	1	0	0	0	B
1271a	1	0	1	0	0	1	0	0	0	B
1273a	1	0	1	0	0	1	0	0	0	B
1274a	1	0	1	0	0	1	0	0	0	B
1275a	0	0	1	0	0	1	0	1	0	B
1276a	0	0	1	1	0	1	0	0	0	B
1280a	0	0	1	0	0	1	0	0	0	DL
1282a	1	0	1	0	0	1	0	0	0	B
1283a	0	0	1	1	0	1	0	0	0	B
1284a	0	0	1	0	0	1	1	0	0	B
1287a	0	0	1	0	0	1	0	0	0	B
1291a	1	0	1	0	0	1	0	0	0	B
1292a	1	0	1	0	0	1	0	0	0	B
1293a	1	0	1	0	0	1	0	0	0	B
1294a	1	0	1	1	0	1	0	0	0	B
1294b	0	0	1	1	0	1	0	0	0	DL
1297a	1	0	1	1	0	1	0	0	0	B
1297b	0	0	1	1	0	1	0	0	0	B
1303a	1	0	1	1	0	1	1	0	0	B
1305a	0	0	1	0	0	1	1	0	0	B
1308a	0	0	1	0	0	1	1	0	0	B
1311a	0	0	1	0	0	1	0	0	0	B
1311b	0	0	1	0	0	1	0	0	0	B
1317a	0	0	1	0	0	0	1	0	0	B
1318a	0	0	1	0	0	1	0	1	0	DL
1319a	0	0	1	0	0	1	0	0	1	B
1319b	0	0	1	0	0	1	0	0	1	B
1321a	0	0	1	0	0	1	0	1	0	DL
1326a	1	0	1	0	0	1	0	0	0	B
1328a	1	0	1	0	0	0	0	0	1	B
1329a	1	0	1	0	0	1	0	0	0	B
1335a	0	0	1	0	0	1	0	0	0	B
1336a	0	0	1	0	0	1	1	0	0	B
1341a	1	0	1	0	0	1	0	0	0	B
1341b	1	0	1	1	0	1	0	0	0	B
1342a	0	0	1	0	0	1	0	1	0	DL
1342b	0	0	1	0	0	1	1	0	0	N
1344a	0	0	1	0	0	1	0	1	0	B
1345a	0	0	1	0	0	1	0	1	0	B
1345b	0	0	1	0	0	1	1	0	0	N
1346a	0	0	1	0	0	1	1	0	0	B
1350a	1	0	1	0	0	1	0	0	0	B
1350b	1	0	1	1	0	1	0	0	0	B
1352a	1	0	1	0	0	1	0	0	0	B
1352b	1	0	1	1	0	1	0	0	0	B
1354a	0	0	1	1	0	1	1	0	0	B
1354b	1	0	1	0	0	0	0	1	0	DL
1355a	0	0	1	0	0	1	1	0	0	B
1358a	0	0	1	0	0	1	0	0	0	B
1359a	0	0	1	0	0	1	0	0	0	B
1361a	1	0	1	1	0	1	0	0	0	B
1361b	1	0	1	1	0	1	0	0	0	B
1365a	1	0	1	0	0	1	0	0	0	B
1371a	0	0	1	0	0	1	0	0	0	B
1372a	1	0	1	1	0	1	1	0	0	DL
1372b	1	0	1	1	0	1	0	1	0	B
1373a	0	0	1	0	0	1	0	1	0	B
1376a	0	0	1	0	0	1	0	0	0	DL
1378a	0	0	1	0	0	1	0	0	0	B
1378b	0	0	1	0	0	1	0	0	0	B
1379a	1	0	1	1	0	1	0	0	0	B
1379b	1	0	1	1	0	1	1	0	0	B
1380a	0	0	1	0	0	1	1	0	0	B
1381a	0	0	1	1	0	1	1	0	0	B
1381b	1	0	1	1	0	1	0	1	0	B
1384a	0	0	1	0	0	1	0	1	0	B
1385a	0	0	1	0	0	1	0	0	0	B
1386a	1	0	1	1	0	1	0	0	0	B
1386b	1	0	1	1	0	1	0	0	0	B
1387a	0	0	1	0	0	1	0	0	0	B
1388a	0	0	1	0	0	1	0	1	0	N
1388b	0	0	1	0	0	1	1	0	0	N
1389a	1	0	1	0	0	1	0	0	0	B
1399a	1	0	1	1	0	1	0	0	0	DL
1403a	0	0	1	0	0	1	0	0	0	B
1403b	0	0	1	0	0	1	0	0	0	B
1404a	0	0	1	0	0	1	0	0	0	B
1405a	0	0	1	0	0	1	0	0	0	DL
1407a	0	0	1	0	0	0	0	1	1	B
1408a	0	0	1	1	0	0	1	0	1	B
1409a	0	0	1	0	0	0	0	1	1	B
1414a	0	0	1	0	0	1	0	0	0	B
1414b	0	0	1	0	0	1	0	0	0	B
1415a	0	0	1	1	0	1	0	0	0	B
1415b	0	0	1	1	0	1	0	0	0	B
1417a	0	0	1	1	0	1	0	0	0	B
1417b	0	0	1	1	0	1	0	0	0	B
1419a	0	0	1	0	0	1	0	0	1	DL
1421a	0	0	1	0	0	1	0	1	0	DL
1427a	1	0	1	0	0	1	0	0	0	B
1429a	1	0	1	0	0	1	0	0	0	B
1431a	1	0	1	1	0	1	0	0	0	B
1431b	1	0	1	1	0	1	0	0	0	B
1432a	0	0	1	0	0	1	0	0	0	B
1434a	0	0	1	0	0	1	0	1	0	B
1435a	1	0	1	0	0	0	1	0	0	DL
1438a	0	0	1	0	0	1	0	1	0	DL
1444a	1	0	1	0	0	1	0	0	0	B
1446a	0	0	1	1	0	1	0	0	0	B
1448a	0	0	1	0	0	1	0	0	0	B
1448b	0	0	1	0	0	1	0	0	0	B
1453a	1	0	1	1	0	0	0	0	1	B
1455a	1	0	1	0	0	0	0	0	1	B
1458a	0	0	1	0	0	1	0	0	1	S
1458b	0	0	1	0	0	1	0	0	1	S
1461a	0	0	1	0	0	0	1	1	0	B
1463a	1	0	1	0	0	0	0	1	0	B
1464a	1	0	1	0	0	0	1	0	0	B
1466a	0	0	1	0	0	1	0	0	0	B
1467a	0	0	1	0	0	1	0	0	0	DL
1467b	0	0	1	0	0	1	0	0	0	DL
1473a	0	0	1	0	0	1	0	0	0	B
1474a	0	0	1	0	0	1	0	0	0	B
1476a	1	0	1	0	0	1	0	0	0	B
1479a	0	0	1	0	0	1	0	0	0	B
1480a	1	0	1	1	0	1	0	0	0	B
1480b	1	0	1	1	0	1	0	0	0	B
1481a	0	0	1	0	0	1	0	1	0	B
1482a	1	0	1	0	0	1	0	0	0	N
1482b	1	0	1	0	0	1	0	0	0	N
1483a	0	0	1	0	0	1	0	0	0	B
1484a	0	0	1	0	0	1	0	0	0	B
1484b	0	0	1	0	0	1	0	0	0	B
1486a	0	0	1	0	0	1	0	0	0	B
1488a	1	0	1	0	0	1	0	0	0	B
1489a	0	0	1	1	0	1	0	0	0	B
1494a	0	0	1	1	0	1	0	0	0	B
1494b	1	0	1	1	0	1	0	0	0	B
1498a	1	0	1	1	0	1	0	0	0	B
1498b	0	0	1	1	0	1	0	0	0	B
1499a	0	0	1	0	0	1	0	0	0	B
1501a	0	0	1	0	0	1	0	0	0	B
1501b	0	0	1	0	0	1	0	0	0	B
1504a	0	0	1	0	0	1	0	0	0	DL
1505a	0	0	1	0	0	1	1	0	0	B
1509a	1	0	1	0	0	0	0	1	0	B
1511a	0	0	1	1	0	1	0	0	0	DL
1513a	0	0	1	0	0	1	0	0	0	DL
1513b	0	0	1	0	0	1	1	0	0	DL
1514a	0	0	1	0	0	1	1	0	0	N
1514b	0	0	1	0	0	1	1	0	0	N
1517a	1	0	1	0	0	0	0	0	1	B
1519a	1	0	1	0	0	0	0	0	1	B
1521a	1	0	1	0	0	1	0	0	0	B
1521b	1	0	1	1	0	1	0	0	0	B
1523a	1	0	1	0	0	1	0	0	0	B
1524a	0	0	1	0	0	1	1	0	0	B
1527a	1	0	1	1	0	1	0	0	0	B
1531a	0	0	1	0	0	1	0	0	0	B
1534a	0	0	0	0	0	0	0	0	0	B
1535a	0	0	0	0	0	0	0	0	0	B
1536a	0	0	0	0	0	0	0	0	0	B
1541a	1	0	1	1	0	1	0	0	0	B
1541b	0	0	1	1	0	1	0	0	0	B
1545a	1	0	1	1	0	1	1	0	0	B
1547a	0	0	1	0	0	1	0	0	0	B
1549a	0	0	1	0	0	1	1	0	0	DL
1550a	0	0	1	0	0	1	1	0	0	B
1551a	0	0	1	0	0	1	1	0	0	B
1552a	0	0	1	0	0	1	1	0	0	B
1553a	0	0	1	0	0	1	1	0	0	B
1557a	1	0	1	0	0	1	0	0	0	N
1558a	0	0	1	0	0	1	0	0	0	B
1558b	0	0	1	0	0	1	0	0	0	B
1559a	1	0	1	0	0	1	0	0	0	N
1563a	1	0	1	0	0	1	0	0	0	B
1565a	1	0	1	0	0	1	0	0	0	DL
1566a	1	0	1	1	0	1	0	0	0	B
1566b	0	0	1	1	0	1	0	0	0	B
1570a	1	0	1	0	0	1	0	0	0	DL
1573a	1	0	1	0	0	0	0	1	0	B
1574a	1	0	1	0	0	0	1	0	0	B
1575a	1	0	1	1	0	0	1	0	0	B
1580a	1	0	1	0	0	1	0	0	0	DL
1580b	1	0	1	0	0	1	0	0	0	DL
1582a	0	0	1	0	0	1	1	0	0	DL
1585a	1	0	1	0	0	1	0	0	0	DL
1586a	1	0	1	0	0	1	1	0	0	DL
1587a	0	0	1	0	0	1	0	0	0	DL
1587b	0	0	1	0	0	1	0	0	0	DL
1588a	1	0	1	1	0	1	0	0	0	B
1588b	0	0	1	1	0	1	0	0	0	B
1591a	0	0	1	0	0	1	0	0	0	B
1592a	0	0	0	0	0	0	0	0	0	B
1595a	0	0	1	0	0	1	0	0	0	B
1599a	1	0	1	1	0	1	0	0	0	B
1599b	1	0	1	1	0	1	0	0	0	B
1601a	0	0	1	0	0	1	1	1	0	S
1604a	0	0	1	0	0	1	1	1	0	DL
1604b	0	0	1	0	0	1	1	1	0	DL
1606a	0	0	1	0	0	1	1	1	0	DL
1606b	0	0	1	0	0	1	1	1	0	DL
1607a	0	0	1	0	0	1	0	0	0	B
1607b	0	0	1	0	0	1	0	0	0	B
1610a	0	0	1	0	0	1	0	0	0	B
1610b	0	0	1	0	0	1	0	0	0	B
1612a	0	0	1	0	0	1	0	0	0	B
1614a	0	0	1	0	0	1	0	0	0	DL
1615a	1	0	1	1	0	1	0	0	0	B
1615b	1	0	1	1	0	1	0	0	0	B
1618a	0	0	1	0	0	1	0	0	0	B
1618b	0	0	1	0	0	1	0	0	0	B
1621a	1	0	1	1	0	1	0	0	0	B
1621b	1	0	1	1	0	1	0	0	0	B
1625a	1	0	1	0	0	0	1	0	0	B
1626a	0	0	1	0	0	1	1	0	0	B
1627a	0	0	1	1	0	1	0	1	0	DL
1631a	1	0	1	1	0	1	0	0	0	B
1631b	1	0	1	0	0	1	0	0	0	B
1639a	1	0	1	0	0	1	0	0	0	B
1640a	0	0	1	0	0	1	1	0	0	DL
1641a	1	0	1	1	0	1	0	0	0	B
1641b	1	0	1	1	0	1	0	0	0	B
1643a	0	0	1	0	0	1	0	0	0	DL
1643b	0	0	1	0	0	1	0	1	0	DL
1646a	0	0	1	0	0	1	0	1	0	DL
1646b	0	0	1	0	0	1	0	0	0	DL
1647a	1	0	1	1	0	1	0	0	0	B
1648a	1	0	1	0	0	1	0	0	0	B
1649a	0	0	1	0	0	1	0	1	0	B
1650a	0	0	1	1	0	1	0	0	0	S
1652a	0	0	1	0	0	1	0	0	0	DL
1653a	0	0	1	0	0	1	0	0	0	B
1655a	1	0	1	0	0	1	0	0	0	DL
1657a	1	0	1	1	0	1	0	0	0	B
1657b	1	0	1	1	0	1	0	0	0	B
1659a	1	0	1	1	0	1	0	0	0	B
1659b	1	0	1	1	0	1	0	0	0	B
1660a	0	0	1	0	0	1	0	0	0	B
1661a	0	0	1	1	0	1	0	0	0	B
1661b	1	0	1	1	0	1	0	0	0	B
1663a	0	0	1	0	0	1	0	0	0	B
1663b	0	0	1	0	0	1	0	0	0	B
1668a	0	0	1	1	0	1	0	0	0	DL
1668b	0	0	1	1	0	1	0	0	0	DL
1669a	1	0	1	0	0	1	0	0	0	DL
1670a	0	0	0	0	0	0	0	0	0	B
1671a	0	0	0	0	0	0	0	0	0	B
1673a	0	0	0	0	0	0	0	0	0	B
1675a	0	0	0	0	0	0	0	0	0	B
1677a	0	0	1	1	0	1	0	1	0	DL
1680a	0	0	1	0	0	1	0	0	0	B
1680b	0	0	1	0	0	1	0	0	0	B
1682a	0	0	1	0	0	1	0	1	0	DL
1687a	1	0	1	1	0	1	0	0	0	B
1687b	1	0	1	1	0	1	0	0	0	B
1691a	0	0	1	1	0	1	0	0	0	B
1691b	1	0	1	1	0	1	0	0	0	B
1694a	0	0	1	1	0	1	0	0	0	B
1694b	1	0	1	0	0	1	0	0	0	B
1697a	1	0	1	0	0	0	0	1	0	S
1700a	1	0	1	1	0	1	0	1	0	DL
1700b	1	0	1	0	0	0	1	0	0	DL
1702a	1	0	1	0	0	0	0	1	0	DL
1705a	0	0	1	0	0	1	0	0	0	B
1705b	0	0	1	0	0	1	0	0	0	B
1706a	1	0	1	0	0	1	0	0	0	B
1707a	1	0	1	0	0	1	0	0	0	B
1708a	1	0	1	0	0	1	1	0	0	B
1712a	0	0	1	0	0	1	0	0	0	B
1712b	0	0	1	0	0	1	0	0	0	B
1714a	1	0	1	0	0	1	0	0	0	DL
1715a	0	0	1	0	0	1	0	0	0	B
1715b	0	0	1	0	0	1	0	0	0	B
1716a	1	0	1	1	0	1	0	0	0	B
1716b	1	0	1	1	0	1	0	0	0	B
1719a	0	0	1	0	0	1	0	1	0	B
1721a	0	0	1	0	0	1	0	0	0	B
1723a	0	0	1	0	0	1	0	1	0	B
1724a	1	0	1	1	0	1	0	0	0	B
1724b	1	0	1	0	0	1	0	0	0	B
1729a	0	0	1	1	0	1	0	0	1	B
1733a	0	0	1	0	0	1	0	0	1	B
1736a	0	0	1	0	0	1	0	0	0	B
1736b	0	0	1	0	0	1	0	0	0	B
1741a	1	0	1	1	0	1	0	0	0	DL
1747a	0	0	1	0	0	1	0	0	0	DL
1747b	0	0	1	0	0	1	0	0	0	DL
1753a	1	0	1	0	0	1	0	0	0	DL
1755a	1	0	1	0	0	1	0	0	0	DL
1755b	1	0	1	0	0	1	0	0	0	DL
1756a	0	0	1	0	0	1	0	1	0	B
1757a	1	0	1	0	0	1	0	0	0	DL
1759a	1	0	1	0	0	0	0	1	0	B
1765a	0	0	1	0	0	1	0	0	0	B
1765b	0	0	1	0	0	1	0	0	0	B
1766a	1	0	1	1	0	1	0	0	0	B
1766b	1	0	1	1	0	1	0	0	0	B
1771a	0	0	1	0	0	1	0	1	0	B
1772a	0	0	1	1	0	1	0	0	0	B
1773a	1	0	1	0	0	0	0	1	0	B
1776a	1	0	1	0	0	0	1	0	0	B
1777a	0	0	1	0	0	1	0	1	0	DL
1780a	0	0	1	0	0	1	0	0	0	B
1780b	0	0	1	0	0	1	0	0	0	B
1781a	1	0	1	1	0	1	0	0	0	B
1781b	0	0	1	1	0	1	0	0	0	B
1782a	0	0	1	0	0	1	0	0	0	DL
1782b	0	0	1	0	0	1	0	0	0	DL
1783a	1	0	1	0	0	1	0	0	0	B
1784a	1	0	1	1	0	1	0	0	0	B
1784b	0	0	1	1	0	1	0	0	0	B
1787a	1	0	1	0	0	1	0	0	0	B
1789a	0	0	1	0	0	1	0	0	0	B
1789b	0	0	1	0	0	1	0	0	0	B
1792a	0	0	1	0	0	1	0	1	0	DL
1798a	0	0	1	0	0	1	0	1	0	DL
1808a	0	0	1	1	0	1	0	0	0	B
1809a	1	0	1	0	1	1	0	0	0	B
1812a	0	0	1	0	0	1	0	0	0	B
1814a	1	0	1	1	0	1	0	0	0	B
1814b	1	0	1	1	0	1	0	0	0	B
1815a	1	0	1	0	0	0	1	0	0	B
1818a	1	0	1	0	0	1	0	0	0	DL
1820a	0	0	1	1	0	0	0	1	0	B
1822a	1	0	1	0	0	0	0	1	0	B
1823a	1	0	1	0	0	0	1	0	0	DL
1825a	1	0	1	0	0	0	1	0	0	B
1829a	0	0	1	0	0	1	0	0	0	B
1829b	0	0	1	0	0	1	0	0	0	B
1830a	1	0	1	1	0	1	0	0	0	B
1830b	1	0	1	1	0	1	0	0	0	B
1832a	0	0	1	0	0	0	1	1	0	B
1840a	0	0	1	0	0	1	0	1	0	DL
1841a	0	0	1	0	0	1	0	0	0	DL
1842a	0	0	1	0	0	1	0	0	0	B
1844a	0	0	0	0	0	0	0	0	0	B
1846a	0	0	0	0	0	0	0	0	0	B
1849a	0	0	0	0	0	0	0	0	0	B
1851a	1	0	1	1	0	1	0	0	0	B
1851b	1	0	1	1	0	1	0	0	0	B
1853a	1	0	1	0	0	1	0	0	0	B
1866a	0	0	1	1	0	1	0	0	0	B
1866b	0	0	1	1	0	1	0	0	0	B
1869a	1	0	1	0	0	1	0	0	0	DL
1869b	1	0	1	0	0	1	0	0	0	DL
1873a	1	0	1	0	0	1	0	0	0	B
1874a	0	0	1	0	0	1	0	0	0	DL
1876a	1	0	1	1	0	1	0	0	0	B
1876b	1	0	1	1	0	1	0	0	0	B
1878a	0	0	1	0	0	1	0	0	0	B
1879a	0	0	1	1	0	1	0	0	0	DL
1882a	1	0	1	0	0	1	0	0	0	B
1884a	0	0	1	0	0	1	0	0	0	B
1886a	1	0	1	1	0	1	0	0	0	B
1886b	1	0	1	0	0	1	0	0	0	B
1887a	1	0	1	0	0	1	0	0	0	B
1888a	1	0	1	0	0	1	0	0	0	B
1888b	1	0	1	0	0	1	0	0	0	B
1892a	0	0	1	0	0	1	0	1	0	B
1894a	1	0	1	0	0	0	0	1	0	B
1897a	1	0	1	0	0	0	1	0	0	B
1898a	0	0	1	1	0	1	0	0	0	DL
1904a	0	0	0	0	0	0	0	0	0	B
1907a	0	0	0	0	0	0	0	0	0	B
1909a	0	0	1	0	0	1	1	0	0	DL
1910a	1	0	1	1	0	1	0	0	0	B
1910b	0	0	1	1	0	1	0	0	0	B
1912a	0	0	1	0	0	1	0	0	0	B
1918a	0	0	1	0	0	1	1	0	0	B
1919a	0	0	1	1	0	1	1	0	0	B
1921a	0	0	1	0	0	1	0	1	0	B
1927a	1	0	1	0	0	1	0	0	0	B
1934a	1	0	1	0	0	0	0	1	0	B
1935a	1	0	1	0	0	1	0	0	0	DL
1935b	1	0	1	0	0	1	0	0	0	B
1936a	0	0	1	1	0	1	0	0	0	B
1936b	1	0	1	1	0	1	0	0	0	B
1939a	0	0	1	0	0	1	0	1	0	B
1940a	0	0	1	0	0	0	1	0	0	B
1942a	1	0	1	1	0	0	1	0	0	B
1943a	0	0	1	0	0	1	0	1	0	B
1946a	0	0	1	0	0	1	0	0	0	B
1948a	0	0	1	0	0	1	0	0	0	B
1949a	0	0	0	0	0	0	0	0	0	B
1954a	1	0	1	1	0	1	0	0	0	B
1954b	1	0	1	1	0	1	0	0	0	B
1955a	0	0	1	0	0	1	1	0	0	B
1961a	0	0	0	0	0	0	0	0	0	B
1963a	0	0	1	0	0	0	0	1	0	B
1967a	0	0	1	0	0	1	0	0	0	B
1969a	0	0	1	0	0	1	0	1	0	N
1970a	0	0	1	0	0	1	0	0	0	DL
1972a	0	0	1	0	0	1	0	1	0	DL
1974a	0	0	1	1	0	1	0	0	0	DL
1974b	0	0	1	1	0	1	0	0	0	DL
1975a	1	0	1	0	0	1	0	0	0	B
1978a	0	0	1	1	0	1	0	0	0	B
1978b	1	0	1	1	0	1	0	0	0	B
1981a	0	0	1	0	0	1	0	0	0	DL
1981b	0	0	1	0	0	1	0	0	0	DL
1984a	0	0	0	0	0	0	0	0	0	B
1987a	0	0	0	0	0	0	0	0	0	B
1988a	0	0	1	0	0	1	1	0	0	DL
1988b	0	0	1	0	0	1	0	1	0	B
1989a	1	0	1	1	0	1	0	0	0	B
1989b	1	0	1	1	0	1	0	0	0	B
1991a	0	0	1	0	0	1	0	0	0	DL
1991b	0	0	1	0	0	1	0	0	0	DL
1992a	1	0	1	1	0	1	0	0	0	B
1992b	1	0	1	1	0	1	0	0	0	B
1993a	1	0	1	0	0	1	0	0	0	B
1994a	0	0	1	0	0	1	0	0	0	B
1996a	1	0	1	0	0	1	0	0	0	B
2000a	0	0	1	0	0	1	0	0	0	B
2004a	0	0	1	0	0	1	0	1	0	B
2004b	0	0	1	0	0	1	1	0	0	DL
2005a	1	0	1	0	0	1	0	0	0	B
2006a	1	0	1	0	0	1	0	0	0	B
2007a	0	0	1	0	0	1	0	1	0	B
2008a	1	0	1	0	0	1	0	0	0	B
2009a	1	0	1	0	0	1	0	0	0	B
2011a	0	0	1	0	0	1	0	0	0	B
2012a	0	0	1	0	0	1	0	0	0	B
2014a	0	0	1	0	0	1	1	0	0	DL
2015a	1	0	1	1	0	1	0	0	0	B
2015b	1	0	1	1	0	1	0	0	0	B
2016a	1	0	1	0	1	1	0	0	0	B
2016b	1	0	1	0	0	1	0	0	0	DL
2018a	1	0	1	0	0	1	0	0	0	DL
2018b	1	0	1	0	0	1	0	0	0	N
2020a	1	0	1	0	0	1	0	1	0	B
2023a	1	0	1	0	0	0	0	1	0	B
2024a	1	0	1	0	0	1	0	0	0	B
2025a	0	0	1	0	1	1	0	0	0	B
2027a	0	0	1	0	0	1	0	0	0	B
2029a	1	0	1	0	0	1	0	0	0	B
2030a	0	0	1	0	0	1	0	1	0	B
2035a	1	0	1	1	0	0	1	0	0	B
2037a	1	0	1	0	0	0	1	0	0	B
2038a	1	0	1	0	0	0	1	0	0	B
2040a	0	0	1	0	0	1	0	0	0	B
2041a	1	0	1	1	0	1	0	0	0	B
2041b	1	0	1	1	0	1	0	0	0	B
2045a	0	0	1	0	0	1	0	0	0	B
2047a	0	0	1	1	0	1	0	0	0	B
2049a	0	0	1	0	0	1	0	0	0	B
2052a	0	0	1	0	0	1	0	0	0	B
2055a	1	0	1	0	0	1	0	0	0	DL
2056a	1	0	1	0	0	1	0	0	0	DL
2059a	0	0	1	1	0	1	0	1	0	DL
2059b	1	0	1	1	0	1	1	0	0	DL
2061a	1	0	1	0	0	0	1	0	0	N
2064a	0	0	1	0	0	1	1	0	0	DL
2064b	0	0	1	0	0	1	0	1	0	DL
2066a	0	0	1	0	0	1	0	0	0	DL
2067a	0	0	1	0	0	1	0	0	0	B
2067b	0	0	1	0	0	1	0	0	0	B
2072a	0	0	1	1	0	1	0	0	1	B
2073a	0	0	1	0	0	1	1	0	1	B
2075a	0	0	1	0	0	1	0	0	0	DL
2075b	0	0	1	0	0	1	0	0	0	B
2076a	1	0	1	0	0	1	0	0	0	B
2078a	0	0	1	0	0	1	0	0	0	B
2078b	0	0	1	0	0	1	0	0	0	B
2079a	0	0	1	1	0	1	0	0	0	B
2079b	0	0	0	0	0	0	0	0	0	DL
2080a	0	0	1	0	0	1	0	1	0	DL
2081a	0	0	1	0	0	1	0	1	0	B
2082a	0	0	1	1	0	1	0	1	0	B
2084a	1	0	1	0	0	1	0	0	0	DL
2086a	0	0	1	0	0	1	1	0	0	B
2087a	0	0	1	0	0	1	0	0	0	DL
2088a	0	0	1	0	0	1	0	0	0	B
2088b	0	0	1	0	0	1	0	0	0	B
2090a	0	0	1	0	0	1	0	0	0	B
2091a	0	0	1	0	0	1	0	1	0	B
2092a	1	0	1	0	0	1	0	0	0	B
2092b	1	0	1	1	0	1	0	0	0	B
2094a	0	0	1	0	0	0	0	1	0	B
2097a	0	0	1	0	0	1	1	0	0	B
2098a	1	0	1	0	0	0	0	1	0	B
2100a	1	0	1	0	0	0	0	1	0	B
2102a	0	0	1	1	0	1	0	0	0	B
2102b	1	0	1	1	0	1	0	0	0	B
2103a	0	0	1	0	0	1	0	1	0	DL
2104a	0	0	1	0	0	1	0	0	0	B
2105a	1	0	1	0	0	1	0	0	0	B
2107a	0	0	1	0	0	1	1	0	0	B
2109a	0	0	1	0	0	1	1	0	0	B
2112a	1	0	1	0	0	0	0	1	0	B
2113a	0	0	1	0	0	1	1	0	0	B
2115a	1	0	1	1	0	1	0	0	0	B
2115b	1	0	1	1	0	1	0	0	0	B
2117a	1	0	1	0	0	1	0	0	0	DL
2117b	1	0	1	0	0	1	0	0	0	DL
2118a	0	0	1	1	0	1	0	0	0	B
2118b	1	0	1	1	0	1	0	0	0	B
2119a	1	0	1	0	0	1	0	0	0	B
2121a	1	0	1	1	0	1	0	0	0	B
2121b	1	0	1	1	0	1	1	0	0	DL
2122a	1	0	1	0	0	1	0	0	0	B
