pair_ID	GoldLabel	complexCtxs	contraCost	VER	ANTIVER	AVER	EQUALS	SUPER	SUB	DIS	GKR4NLILabel
940a	N	0	0	1	0	0	0	0	1	0	N
943a	N	0	0	1	0	0	1	1	1	0	N
944a	N	0	0	1	0	0	0	0	1	0	N
945a	N	1	0	1	0	0	0	0	1	0	N
948a	C	1	0	1	0	0	1	0	0	0	N
949a	N	0	0	1	0	0	1	0	0	0	E
950a	E	0	0	1	0	0	1	0	0	0	E
950b	E	0	0	1	0	0	1	0	0	0	E
953a	E	0	0	1	0	0	1	0	1	0	E
956a	E	0	0	1	0	0	1	0	1	0	E
957a	N	1	0	1	0	0	1	0	0	0	N
959a	E	0	0	1	0	0	1	0	1	0	E
960a	E	0	0	1	0	0	1	0	0	0	E
960b	E	0	0	1	0	0	1	0	0	0	E
961a	N	0	0	1	0	0	1	0	1	0	N
963a	E	1	1	1	0	0	1	0	1	0	C
967a	C	1	0	1	1	0	1	1	0	0	C
970a	N	1	0	1	0	0	1	1	0	0	N
973a	E	0	0	1	0	0	1	0	0	0	E
973b	E	0	0	1	0	0	1	0	0	0	N
975a	N	0	1	1	0	0	1	0	0	0	C
978a	N	1	1	1	0	0	1	0	0	0	C
979a	N	1	0	1	0	0	1	0	0	0	N
984a	N	0	0	1	0	0	1	0	0	0	N
985a	N	0	0	1	0	0	1	0	0	0	N
989a	E	0	0	1	0	0	1	0	0	0	E
989b	E	0	0	1	0	0	1	0	0	0	E
991a	N	0	0	1	0	0	1	0	0	0	N
994a	N	0	0	1	0	0	0	0	1	0	N
996a	N	1	0	1	1	0	1	0	1	0	N
998a	N	1	0	1	0	0	1	1	1	0	N
1000a	N	0	0	1	0	0	1	0	0	1	N
1000b	C	0	0	1	0	0	1	0	0	1	N
1002a	C	0	0	1	1	0	1	0	0	0	C
1002b	C	0	0	1	1	0	1	0	0	0	C
1004a	N	0	0	1	0	0	1	0	0	0	N
1007a	N	0	0	1	0	0	1	0	0	0	N
1018a	N	0	0	1	0	0	0	1	0	0	N
1019a	N	0	0	1	0	0	1	0	0	0	N
1021a	E	0	0	1	0	0	1	0	0	0	E
1021b	E	0	0	1	0	0	1	0	0	0	E
1022a	C	0	0	1	1	0	1	0	0	0	C
1022b	C	0	0	0	0	0	0	0	0	0	N
1026a	N	0	0	1	0	0	1	1	0	0	N
1028a	N	0	0	1	0	0	1	0	1	0	N
1029a	N	0	0	1	1	0	1	0	1	0	C
1031a	N	0	0	1	0	0	1	0	1	0	N
1033a	N	1	0	1	0	0	0	1	0	0	N
1037a	N	0	0	1	0	0	1	1	0	0	N
1038a	E	0	0	1	0	0	1	1	0	0	N
1043a	N	0	0	1	0	0	0	0	1	0	N
1044a	E	0	0	1	0	0	1	1	0	0	N
1045a	E	0	0	1	0	0	1	0	0	0	E
1045b	E	0	0	1	0	0	1	0	0	0	N
1047a	N	1	0	1	0	0	1	0	0	0	E
1048a	E	0	0	1	0	0	1	0	0	0	E
1049a	N	1	0	1	0	0	1	0	0	0	N
1050a	N	0	0	1	0	0	1	1	0	0	N
1052a	N	1	0	1	0	0	1	0	1	0	N
1053a	N	1	0	1	0	0	0	1	0	0	N
1054a	N	1	0	1	0	0	1	0	1	0	N
1057a	N	1	0	1	0	0	1	1	0	0	N
1061a	E	0	0	1	0	0	1	0	1	0	E
1064a	N	0	0	1	0	0	1	1	1	0	N
1065a	N	0	0	1	1	0	1	0	0	0	N
1065b	C	1	0	1	1	0	1	0	0	0	N
1068a	N	1	0	1	1	0	1	0	0	0	C
1069a	N	0	0	1	0	0	1	0	1	0	N
1074a	C	1	0	1	1	0	1	0	0	0	C
1074b	C	1	0	1	1	0	1	0	0	0	C
1076a	N	1	0	1	0	0	1	0	0	0	E
1080a	N	0	0	1	0	0	1	0	0	1	N
1082a	E	0	0	1	0	0	1	0	0	0	E
1082b	E	0	0	1	0	0	1	0	0	0	N
1083a	C	0	0	1	1	0	1	0	0	0	C
1083b	C	1	0	1	1	0	1	0	0	0	C
1084a	N	1	0	1	0	0	0	0	1	0	N
1087a	N	0	0	1	0	0	1	0	1	0	E
1090a	N	1	0	1	0	0	1	0	0	0	E
1091a	N	0	0	1	0	0	1	0	0	0	N
1092a	N	0	0	1	1	0	1	0	0	0	N
1092b	C	1	0	1	1	0	1	0	0	0	N
1093a	N	0	0	1	0	0	1	1	0	0	N
1094a	N	0	0	1	0	0	1	0	0	0	N
1097a	N	0	0	1	0	1	1	0	0	0	N
1099a	C	1	0	1	0	0	1	0	0	0	C
1099b	C	1	0	1	1	0	1	0	0	0	C
1104a	N	1	0	1	0	0	0	0	0	1	N
1105a	N	0	0	1	0	1	0	0	1	1	N
1109a	E	0	0	1	0	0	1	0	0	0	N
1109b	E	0	0	1	0	0	1	0	0	0	E
1111a	N	0	0	1	0	1	1	0	1	0	N
1112a	N	1	0	1	1	0	1	1	0	0	N
1115a	N	1	0	1	0	0	1	0	0	0	N
1122a	C	1	0	1	0	0	1	0	0	0	C
1122b	C	1	0	1	1	0	1	0	0	0	C
1129a	E	0	0	1	0	0	1	0	0	0	E
1133a	N	1	0	1	0	0	1	0	0	0	N
1135a	N	1	0	1	0	0	0	0	1	0	N
1145a	N	1	0	1	0	0	0	0	0	1	N
1147a	N	1	0	1	0	0	0	0	0	1	N
1149a	C	0	0	1	1	0	1	0	0	0	C
1149b	C	1	0	1	1	0	1	0	0	0	C
1153a	N	0	0	1	1	0	1	0	0	0	N
1154a	N	0	0	1	0	0	1	0	0	0	N
1155a	N	0	0	1	1	0	1	0	0	0	N
1155b	C	1	0	1	1	0	1	0	0	0	N
1157a	E	0	0	1	0	0	1	0	0	0	E
1161a	N	1	0	1	0	0	1	0	0	0	N
1162a	N	1	0	1	0	0	0	1	0	0	N
1165a	E	1	0	1	0	0	0	1	0	0	N
1167a	C	1	0	1	0	0	1	0	0	0	C
1167b	C	1	0	1	1	0	1	0	0	0	C
1169a	C	1	0	1	0	0	1	0	0	0	C
1169b	C	1	0	1	1	0	1	0	0	0	C
1175a	N	0	0	1	0	0	1	0	0	0	N
1179a	N	1	0	1	0	0	1	0	0	0	N
1180a	N	1	0	1	1	0	1	0	0	0	N
1182a	N	1	0	1	0	0	1	0	0	0	N
1184a	E	0	0	1	0	0	1	0	1	0	E
1188a	E	0	0	1	0	0	1	0	0	0	E
1191a	N	0	0	1	0	0	1	0	0	0	N
1193a	E	0	0	1	0	0	1	1	0	0	N
1193b	E	0	0	1	0	0	1	0	1	0	N
1194a	C	0	0	1	1	0	1	0	0	0	C
1194b	C	0	0	1	1	0	1	0	0	0	C
1195a	E	1	0	1	0	0	1	0	0	0	E
1195b	E	1	0	1	0	0	1	0	0	0	N
1200a	N	0	0	1	1	0	1	0	0	0	N
1200b	C	0	0	1	1	0	1	0	0	0	N
1202a	N	0	0	1	0	0	1	1	0	0	N
1205a	N	0	0	1	0	0	1	0	0	0	N
1206a	E	0	0	1	0	0	1	1	0	0	N
1206b	E	0	0	1	0	0	1	0	1	0	N
1207a	C	1	0	1	1	0	1	0	0	0	C
1207b	C	1	0	1	1	0	1	0	0	0	C
1212a	N	0	0	1	0	0	1	1	0	0	N
1213a	N	0	0	1	1	0	1	0	0	0	N
1214a	N	0	0	1	0	0	1	0	0	0	N
1214b	C	0	0	1	0	0	1	0	0	0	N
1215a	N	0	0	1	0	0	1	0	0	0	N
1219a	N	0	0	1	0	0	1	1	0	0	N
1221a	N	0	0	1	0	0	1	0	1	0	N
1222a	N	1	0	1	1	0	1	1	0	0	N
1222b	C	1	0	1	1	0	1	0	1	0	N
1227a	C	1	0	1	1	0	1	0	0	0	C
1227b	C	1	0	1	0	0	1	0	0	0	C
1228a	N	0	0	1	0	0	1	0	0	0	N
1230a	C	0	0	1	0	0	1	1	0	0	N
1239a	N	0	0	1	0	0	0	0	1	0	N
1240a	C	1	0	1	1	0	1	0	0	0	C
1242a	E	1	0	1	0	0	1	0	0	0	E
1242b	E	0	0	1	0	0	1	0	0	0	N
1244a	N	0	0	1	0	0	1	0	0	1	N
1246a	N	1	0	1	0	0	0	0	0	1	N
1248a	N	1	0	1	0	0	0	1	0	0	N
1249a	N	1	0	1	1	0	1	0	0	0	N
1251a	E	1	0	1	0	0	1	0	0	0	N
1251b	E	1	0	1	0	0	1	0	0	0	N
1255a	N	0	0	1	0	0	1	1	0	0	N
1259a	N	0	0	1	0	0	1	1	0	0	N
1268a	E	0	0	1	0	0	1	1	0	0	N
1268b	E	0	0	1	0	0	1	0	1	0	N
1270a	C	0	0	1	1	0	1	0	0	0	C
1270b	C	0	0	1	1	0	1	0	0	0	C
1271a	N	1	0	1	0	0	1	0	0	0	N
1273a	N	1	0	1	0	0	1	0	0	0	N
1274a	N	1	0	1	0	0	1	0	0	0	N
1275a	N	0	0	1	0	0	1	0	1	0	N
1276a	N	0	0	1	1	0	1	0	0	0	N
1280a	E	0	0	1	0	0	1	0	0	0	N
1282a	N	1	0	1	0	0	1	0	0	0	N
1283a	N	0	0	1	1	0	1	0	0	0	N
1284a	N	0	0	1	0	0	1	1	0	0	N
1287a	E	0	0	1	0	0	1	0	0	0	E
1291a	N	1	0	1	0	0	1	0	0	0	N
1292a	N	1	0	1	0	0	1	0	0	0	N
1293a	N	1	0	1	0	0	1	0	0	0	N
1294a	N	1	0	1	1	0	1	0	0	0	N
1294b	C	0	0	1	1	0	1	0	0	0	N
1297a	C	1	0	1	1	0	1	0	0	0	C
1297b	C	0	0	1	1	0	1	0	0	0	C
1303a	N	1	0	1	1	0	1	1	0	0	N
1305a	N	0	0	1	0	0	1	1	0	0	N
1308a	N	0	0	1	0	0	1	1	0	0	N
1311a	E	0	0	1	0	0	1	0	0	0	E
1311b	E	0	0	1	0	0	1	0	0	0	E
1317a	N	0	0	1	0	0	0	1	0	0	N
1318a	E	0	0	1	0	0	1	0	1	0	N
1319a	C	0	0	1	0	0	1	0	0	1	C
1319b	C	0	0	1	0	0	1	0	0	1	C
1321a	E	0	0	1	0	0	1	0	1	0	N
1326a	N	1	0	1	0	0	1	0	0	0	N
1328a	N	1	0	1	0	0	0	0	0	1	N
1329a	N	1	0	1	0	0	1	0	0	0	N
1335a	E	0	0	1	0	0	1	0	0	0	E
1336a	N	0	0	1	0	0	1	1	0	0	N
1341a	C	1	0	1	0	0	1	0	0	0	C
1341b	C	1	0	1	1	0	1	0	0	0	C
1342a	E	0	0	1	0	0	1	0	1	0	N
1342b	E	0	0	1	0	0	1	1	0	0	N
1344a	N	0	0	1	0	0	1	0	1	0	N
1345a	N	0	0	1	0	0	1	0	1	0	N
1345b	C	0	0	1	0	0	1	1	0	0	N
1346a	N	0	0	1	0	0	1	1	0	0	N
1350a	C	1	0	1	0	0	1	0	0	0	C
1350b	C	1	0	1	1	0	1	0	0	0	C
1352a	C	1	0	1	0	0	1	0	0	0	C
1352b	C	1	0	1	1	0	1	0	0	0	C
1354a	N	0	0	1	1	0	1	1	0	0	N
1354b	C	1	0	1	0	0	0	0	1	0	N
1355a	N	0	0	1	0	0	1	1	0	0	N
1358a	E	0	0	1	0	0	1	0	0	0	E
1359a	N	0	0	1	0	0	1	0	0	0	N
1361a	C	1	0	1	1	0	1	0	0	0	C
1361b	C	1	0	1	1	0	1	0	0	0	C
1365a	N	1	0	1	0	0	1	0	0	0	N
1371a	N	0	0	1	0	0	1	0	0	0	N
1372a	N	1	0	1	1	0	1	1	0	0	C
1372b	C	1	0	1	1	0	1	0	1	0	C
1373a	E	0	0	1	0	0	1	0	1	0	E
1376a	E	0	0	1	0	0	1	0	0	0	N
1378a	E	0	0	1	0	0	1	0	0	0	E
1378b	E	0	0	1	0	0	1	0	0	0	E
1379a	C	1	0	1	1	0	1	0	0	0	C
1379b	C	1	0	1	1	0	1	1	0	0	C
1380a	N	0	0	1	0	0	1	1	0	0	N
1381a	C	0	0	1	1	0	1	1	0	0	C
1381b	C	1	0	1	1	0	1	0	1	0	C
1384a	N	0	0	1	0	0	1	0	1	0	N
1385a	E	0	0	1	0	0	1	0	0	0	E
1386a	C	1	0	1	1	0	1	0	0	0	C
1386b	C	1	0	1	1	0	1	0	0	0	C
1387a	E	0	0	1	0	0	1	0	0	0	E
1388a	C	0	0	1	0	0	1	0	1	0	E
1388b	C	0	0	1	0	0	1	1	0	0	N
1389a	N	1	0	1	0	0	1	0	0	0	N
1399a	N	1	0	1	1	0	1	0	0	0	C
1403a	E	0	0	1	0	0	1	0	0	0	E
1403b	E	0	0	1	0	0	1	0	0	0	E
1404a	E	0	0	1	0	0	1	0	0	0	E
1405a	N	0	0	1	0	0	1	0	0	0	E
1407a	N	0	0	1	0	0	0	0	1	1	N
1408a	N	0	0	1	1	0	0	1	0	1	N
1409a	N	0	0	1	0	0	0	0	1	1	N
1414a	E	0	0	1	0	0	1	0	0	0	E
1414b	E	0	0	1	0	0	1	0	0	0	E
1415a	C	0	0	1	1	0	1	0	0	0	C
1415b	C	0	0	1	1	0	1	0	0	0	C
1417a	C	0	0	1	1	0	1	0	0	0	C
1417b	C	0	0	1	1	0	1	0	0	0	C
1419a	N	0	0	1	0	0	1	0	0	1	C
1421a	N	0	0	1	0	0	1	0	1	0	E
1427a	N	1	0	1	0	0	1	0	0	0	N
1429a	N	1	0	1	0	0	1	0	0	0	N
1431a	C	1	0	1	1	0	1	0	0	0	C
1431b	C	1	0	1	1	0	1	0	0	0	C
1432a	N	0	0	1	0	0	1	0	0	0	N
1434a	N	0	0	1	0	0	1	0	1	0	N
1435a	N	1	0	1	0	0	0	1	0	0	C
1438a	N	0	0	1	0	0	1	0	1	0	E
1444a	N	1	0	1	0	0	1	0	0	0	N
1446a	N	0	0	1	1	0	1	0	0	0	N
1448a	E	0	0	1	0	0	1	0	0	0	E
1448b	E	0	0	1	0	0	1	0	0	0	E
1453a	N	1	0	1	1	0	0	0	0	1	N
1455a	N	1	0	1	0	0	0	0	0	1	N
1458a	C	0	0	1	0	0	1	0	0	1	C
1458b	C	0	0	1	0	0	1	0	0	1	C
1461a	N	0	0	1	0	0	0	1	1	0	N
1463a	N	1	0	1	0	0	0	0	1	0	N
1464a	N	1	0	1	0	0	0	1	0	0	N
1466a	E	0	0	1	0	0	1	0	0	0	E
1467a	C	0	0	1	0	0	1	0	0	0	E
1467b	C	0	0	1	0	0	1	0	0	0	E
1473a	N	0	0	1	0	0	1	0	0	0	N
1474a	N	0	0	1	0	0	1	0	0	0	N
1476a	N	1	0	1	0	0	1	0	0	0	N
1479a	N	0	0	1	0	0	1	0	0	0	N
1480a	C	1	0	1	1	0	1	0	0	0	C
1480b	C	1	0	1	1	0	1	0	0	0	C
1481a	E	0	0	1	0	0	1	0	1	0	E
1482a	C	1	0	1	0	0	1	0	0	0	N
1482b	C	1	0	1	0	0	1	0	0	0	N
1483a	E	0	0	1	0	0	1	0	0	0	E
1484a	E	0	0	1	0	0	1	0	0	0	E
1484b	E	0	0	1	0	0	1	0	0	0	E
1486a	N	0	0	1	0	0	1	0	0	0	N
1488a	N	1	0	1	0	0	1	0	0	0	N
1489a	N	0	0	1	1	0	1	0	0	0	N
1494a	C	0	0	1	1	0	1	0	0	0	C
1494b	C	1	0	1	1	0	1	0	0	0	C
1498a	C	1	0	1	1	0	1	0	0	0	C
1498b	C	0	0	1	1	0	1	0	0	0	C
1499a	E	0	0	1	0	0	1	0	0	0	E
1501a	E	0	0	1	0	0	1	0	0	0	E
1501b	E	0	0	1	0	0	1	0	0	0	E
1504a	E	0	0	1	0	0	1	0	0	0	N
1505a	N	0	0	1	0	0	1	1	0	0	N
1509a	N	1	0	1	0	0	0	0	1	0	N
1511a	E	0	0	1	1	0	1	0	0	0	N
1513a	E	0	0	1	0	0	1	0	0	0	N
1513b	E	0	0	1	0	0	1	1	0	0	N
1514a	C	0	0	1	0	0	1	1	0	0	N
1514b	C	0	0	1	0	0	1	1	0	0	N
1517a	N	1	0	1	0	0	0	0	0	1	N
1519a	N	1	0	1	0	0	0	0	0	1	N
1521a	C	1	0	1	0	0	1	0	0	0	C
1521b	C	1	0	1	1	0	1	0	0	0	C
1523a	N	1	0	1	0	0	1	0	0	0	N
1524a	N	0	0	1	0	0	1	1	0	0	N
1527a	N	1	0	1	1	0	1	0	0	0	N
1531a	E	0	0	1	0	0	1	0	0	0	E
1534a	N	0	0	0	0	0	0	0	0	0	N
1535a	N	0	0	0	0	0	0	0	0	0	N
1536a	N	0	0	0	0	0	0	0	0	0	N
1541a	C	1	0	1	1	0	1	0	0	0	C
1541b	C	0	0	1	1	0	1	0	0	0	C
1545a	N	1	0	1	1	0	1	1	0	0	N
1547a	E	0	0	1	0	0	1	0	0	0	E
1549a	E	0	0	1	0	0	1	1	0	0	N
1550a	N	0	0	1	0	0	1	1	0	0	N
1551a	N	0	0	1	0	0	1	1	0	0	N
1552a	N	0	0	1	0	0	1	1	0	0	N
1553a	N	0	0	1	0	0	1	1	0	0	N
1557a	C	1	0	1	0	0	1	0	0	0	N
1558a	E	0	0	1	0	0	1	0	0	0	E
1558b	E	0	0	1	0	0	1	0	0	0	E
1559a	C	1	0	1	0	0	1	0	0	0	N
1563a	N	1	0	1	0	0	1	0	0	0	N
1565a	E	1	0	1	0	0	1	0	0	0	N
1566a	C	1	0	1	1	0	1	0	0	0	C
1566b	C	0	0	1	1	0	1	0	0	0	C
1570a	N	1	0	1	0	0	1	0	0	0	E
1573a	N	1	0	1	0	0	0	0	1	0	N
1574a	N	1	0	1	0	0	0	1	0	0	N
1575a	N	1	0	1	1	0	0	1	0	0	N
1580a	E	1	0	1	0	0	1	0	0	0	N
1580b	E	1	0	1	0	0	1	0	0	0	N
1582a	E	0	0	1	0	0	1	1	0	0	N
1585a	C	1	0	1	0	0	1	0	0	0	N
1586a	E	1	0	1	0	0	1	1	0	0	N
1587a	E	0	0	1	0	0	1	0	0	0	N
1587b	E	0	0	1	0	0	1	0	0	0	N
1588a	C	1	0	1	1	0	1	0	0	0	C
1588b	C	0	0	1	1	0	1	0	0	0	C
1591a	N	0	0	1	0	0	1	0	0	0	N
1592a	N	0	0	0	0	0	0	0	0	0	N
1595a	N	0	0	1	0	0	1	0	0	0	N
1599a	C	1	0	1	1	0	1	0	0	0	C
1599b	C	1	0	1	1	0	1	0	0	0	C
1601a	N	0	0	1	0	0	1	1	1	0	N
1604a	E	0	0	1	0	0	1	1	1	0	N
1604b	E	0	0	1	0	0	1	1	1	0	N
1606a	E	0	0	1	0	0	1	1	1	0	N
1606b	E	0	0	1	0	0	1	1	1	0	N
1607a	E	0	0	1	0	0	1	0	0	0	E
1607b	E	0	0	1	0	0	1	0	0	0	E
1610a	E	0	0	1	0	0	1	0	0	0	E
1610b	E	0	0	1	0	0	1	0	0	0	E
1612a	E	0	0	1	0	0	1	0	0	0	E
1614a	E	0	0	1	0	0	1	0	0	0	N
1615a	C	1	0	1	1	0	1	0	0	0	C
1615b	C	1	0	1	1	0	1	0	0	0	C
1618a	E	0	0	1	0	0	1	0	0	0	E
1618b	E	0	0	1	0	0	1	0	0	0	E
1621a	C	1	0	1	1	0	1	0	0	0	C
1621b	C	1	0	1	1	0	1	0	0	0	C
1625a	N	1	0	1	0	0	0	1	0	0	N
1626a	N	0	0	1	0	0	1	1	0	0	N
1627a	E	0	0	1	1	0	1	0	1	0	N
1631a	C	1	0	1	1	0	1	0	0	0	C
1631b	C	1	0	1	0	0	1	0	0	0	C
1639a	N	1	0	1	0	0	1	0	0	0	N
1640a	E	0	0	1	0	0	1	1	0	0	N
1641a	C	1	0	1	1	0	1	0	0	0	C
1641b	C	1	0	1	1	0	1	0	0	0	C
1643a	E	0	0	1	0	0	1	0	0	0	N
1643b	E	0	0	1	0	0	1	0	1	0	N
1646a	E	0	0	1	0	0	1	0	1	0	N
1646b	E	0	0	1	0	0	1	0	0	0	N
1647a	C	1	0	1	1	0	1	0	0	0	C
1648a	N	1	0	1	0	0	1	0	0	0	N
1649a	N	0	0	1	0	0	1	0	1	0	N
1650a	N	0	0	1	1	0	1	0	0	0	N
1652a	E	0	0	1	0	0	1	0	0	0	N
1653a	E	0	0	1	0	0	1	0	0	0	E
1655a	N	1	0	1	0	0	1	0	0	0	E
1657a	C	1	0	1	1	0	1	0	0	0	C
1657b	C	1	0	1	1	0	1	0	0	0	C
1659a	C	1	0	1	1	0	1	0	0	0	C
1659b	C	1	0	1	1	0	1	0	0	0	C
1660a	E	0	0	1	0	0	1	0	0	0	E
1661a	C	0	0	1	1	0	1	0	0	0	C
1661b	C	1	0	1	1	0	1	0	0	0	C
1663a	E	0	0	1	0	0	1	0	0	0	E
1663b	E	0	0	1	0	0	1	0	0	0	E
1668a	C	0	0	1	1	0	1	0	0	0	N
1668b	C	0	0	1	1	0	1	0	0	0	N
1669a	E	1	0	1	0	0	1	0	0	0	N
1670a	N	0	0	0	0	0	0	0	0	0	N
1671a	N	0	0	0	0	0	0	0	0	0	N
1673a	N	0	0	0	0	0	0	0	0	0	N
1675a	N	0	0	0	0	0	0	0	0	0	N
1677a	E	0	0	1	1	0	1	0	1	0	N
1680a	E	0	0	1	0	0	1	0	0	0	E
1680b	E	0	0	1	0	0	1	0	0	0	E
1682a	N	0	0	1	0	0	1	0	1	0	E
1687a	C	1	0	1	1	0	1	0	0	0	C
1687b	C	1	0	1	1	0	1	0	0	0	C
1691a	C	0	0	1	1	0	1	0	0	0	C
1691b	C	1	0	1	1	0	1	0	0	0	C
1694a	C	0	0	1	1	0	1	0	0	0	C
1694b	C	1	0	1	0	0	1	0	0	0	C
1697a	N	1	0	1	0	0	0	0	1	0	N
1700a	C	1	0	1	1	0	1	0	1	0	N
1700b	C	1	0	1	0	0	0	1	0	0	N
1702a	E	1	0	1	0	0	0	0	1	0	N
1705a	E	0	0	1	0	0	1	0	0	0	E
1705b	E	0	0	1	0	0	1	0	0	0	E
1706a	N	1	0	1	0	0	1	0	0	0	N
1707a	N	1	0	1	0	0	1	0	0	0	N
1708a	N	1	0	1	0	0	1	1	0	0	N
1712a	E	0	0	1	0	0	1	0	0	0	E
1712b	E	0	0	1	0	0	1	0	0	0	E
1714a	N	1	0	1	0	0	1	0	0	0	E
1715a	E	0	0	1	0	0	1	0	0	0	E
1715b	E	0	0	1	0	0	1	0	0	0	E
1716a	C	1	0	1	1	0	1	0	0	0	C
1716b	C	1	0	1	1	0	1	0	0	0	C
1719a	E	0	0	1	0	0	1	0	1	0	E
1721a	N	0	0	1	0	0	1	0	0	0	N
1723a	E	0	0	1	0	0	1	0	1	0	E
1724a	C	1	0	1	1	0	1	0	0	0	C
1724b	C	1	0	1	0	0	1	0	0	0	C
1729a	N	0	0	1	1	0	1	0	0	1	N
1733a	N	0	0	1	0	0	1	0	0	1	N
1736a	E	0	0	1	0	0	1	0	0	0	E
1736b	E	0	0	1	0	0	1	0	0	0	E
1741a	N	1	0	1	1	0	1	0	0	0	C
1747a	C	0	0	1	0	0	1	0	0	0	E
1747b	C	0	0	1	0	0	1	0	0	0	E
1753a	E	1	0	1	0	0	1	0	0	0	N
1755a	C	1	0	1	0	0	1	0	0	0	N
1755b	C	1	0	1	0	0	1	0	0	0	N
1756a	C	0	0	1	0	0	1	0	1	0	C
1757a	E	1	0	1	0	0	1	0	0	0	N
1759a	N	1	0	1	0	0	0	0	1	0	N
1765a	E	0	0	1	0	0	1	0	0	0	E
1765b	E	0	0	1	0	0	1	0	0	0	E
1766a	C	1	0	1	1	0	1	0	0	0	C
1766b	C	1	0	1	1	0	1	0	0	0	C
1771a	E	0	0	1	0	0	1	0	1	0	E
1772a	N	0	0	1	1	0	1	0	0	0	N
1773a	N	1	0	1	0	0	0	0	1	0	N
1776a	N	1	0	1	0	0	0	1	0	0	N
1777a	N	0	0	1	0	0	1	0	1	0	E
1780a	E	0	0	1	0	0	1	0	0	0	E
1780b	E	0	0	1	0	0	1	0	0	0	E
1781a	C	1	0	1	1	0	1	0	0	0	C
1781b	C	0	0	1	1	0	1	0	0	0	C
1782a	C	0	0	1	0	0	1	0	0	0	E
1782b	C	0	0	1	0	0	1	0	0	0	E
1783a	N	1	0	1	0	0	1	0	0	0	N
1784a	C	1	0	1	1	0	1	0	0	0	C
1784b	C	0	0	1	1	0	1	0	0	0	C
1787a	N	1	0	1	0	0	1	0	0	0	N
1789a	E	0	0	1	0	0	1	0	0	0	E
1789b	E	0	0	1	0	0	1	0	0	0	E
1792a	E	0	0	1	0	0	1	0	1	0	N
1798a	E	0	0	1	0	0	1	0	1	0	N
1808a	N	0	0	1	1	0	1	0	0	0	N
1809a	N	1	0	1	0	1	1	0	0	0	N
1812a	N	0	0	1	0	0	1	0	0	0	N
1814a	C	1	0	1	1	0	1	0	0	0	C
1814b	C	1	0	1	1	0	1	0	0	0	C
1815a	N	1	0	1	0	0	0	1	0	0	N
1818a	N	1	0	1	0	0	1	0	0	0	E
1820a	N	0	0	1	1	0	0	0	1	0	N
1822a	N	1	0	1	0	0	0	0	1	0	N
1823a	C	1	0	1	0	0	0	1	0	0	N
1825a	N	1	0	1	0	0	0	1	0	0	N
1829a	E	0	0	1	0	0	1	0	0	0	E
1829b	E	0	0	1	0	0	1	0	0	0	E
1830a	C	1	0	1	1	0	1	0	0	0	C
1830b	C	1	0	1	1	0	1	0	0	0	C
1832a	N	0	0	1	0	0	0	1	1	0	N
1840a	N	0	0	1	0	0	1	0	1	0	E
1841a	N	0	0	1	0	0	1	0	0	0	E
1842a	E	0	0	1	0	0	1	0	0	0	E
1844a	N	0	0	0	0	0	0	0	0	0	N
1846a	N	0	0	0	0	0	0	0	0	0	N
1849a	N	0	0	0	0	0	0	0	0	0	N
1851a	C	1	0	1	1	0	1	0	0	0	C
1851b	C	1	0	1	1	0	1	0	0	0	C
1853a	N	1	0	1	0	0	1	0	0	0	N
1866a	C	0	0	1	1	0	1	0	0	0	C
1866b	C	0	0	1	1	0	1	0	0	0	C
1869a	C	1	0	1	0	0	1	0	0	0	N
1869b	C	1	0	1	0	0	1	0	0	0	N
1873a	N	1	0	1	0	0	1	0	0	0	N
1874a	N	0	0	1	0	0	1	0	0	0	E
1876a	C	1	0	1	1	0	1	0	0	0	C
1876b	C	1	0	1	1	0	1	0	0	0	C
1878a	E	0	0	1	0	0	1	0	0	0	E
1879a	C	0	0	1	1	0	1	0	0	0	N
1882a	N	1	0	1	0	0	1	0	0	0	N
1884a	E	0	0	1	0	0	1	0	0	0	E
1886a	C	1	0	1	1	0	1	0	0	0	C
1886b	C	1	0	1	0	0	1	0	0	0	C
1887a	N	1	0	1	0	0	1	0	0	0	N
1888a	E	1	0	1	0	0	1	0	0	0	E
1888b	E	1	0	1	0	0	1	0	0	0	E
1892a	N	0	0	1	0	0	1	0	1	0	N
1894a	N	1	0	1	0	0	0	0	1	0	N
1897a	N	1	0	1	0	0	0	1	0	0	N
1898a	E	0	0	1	1	0	1	0	0	0	N
1904a	N	0	0	0	0	0	0	0	0	0	N
1907a	N	0	0	0	0	0	0	0	0	0	N
1909a	E	0	0	1	0	0	1	1	0	0	N
1910a	C	1	0	1	1	0	1	0	0	0	C
1910b	C	0	0	1	1	0	1	0	0	0	C
1912a	E	0	0	1	0	0	1	0	0	0	E
1918a	N	0	0	1	0	0	1	1	0	0	N
1919a	N	0	0	1	1	0	1	1	0	0	N
1921a	N	0	0	1	0	0	1	0	1	0	N
1927a	N	1	0	1	0	0	1	0	0	0	N
1934a	N	1	0	1	0	0	0	0	1	0	N
1935a	E	1	0	1	0	0	1	0	0	0	N
1935b	E	1	0	1	0	0	1	0	0	0	E
1936a	C	0	0	1	1	0	1	0	0	0	C
1936b	C	1	0	1	1	0	1	0	0	0	C
1939a	N	0	0	1	0	0	1	0	1	0	N
1940a	N	0	0	1	0	0	0	1	0	0	N
1942a	N	1	0	1	1	0	0	1	0	0	N
1943a	N	0	0	1	0	0	1	0	1	0	N
1946a	E	0	0	1	0	0	1	0	0	0	E
