pair_ID	sentence_AB	E_judgment
3630	A woman is putting meat in a pan. [SEP] The meat is not being dropped into a pan.	2
3633	The meat is being dropped into a pan. [SEP] There is no woman putting meat in a pan.	2
3635	A man is holding a frog. [SEP] A person is holding a frog.	0
3638	The woman is handling a frog. [SEP] The woman is not handling a frog.	1
3639	A man is holding a frog. [SEP] A frog is being handled by the woman.	2
3640	The woman is not handling a frog. [SEP] A man is holding a frog.	2
3643	A man is holding a frog. [SEP] The woman is handling a frog.	2
3646	Four young men are standing still and a car is exploding behind them. [SEP] Four young men are exploding and a car is standing still behind them.	2
3647	The boys are standing in front of the car, which is burning. [SEP] The boys are standing in front of the burning car.	0
3649	The boys are standing in front of the burning car. [SEP] The boys are standing and burning a car.	2
3650	The boys are standing in front of the car, which is burning. [SEP] Four young men are standing still and a car is exploding behind them.	2
3651	Four young men are standing still and a car is exploding behind them. [SEP] The boys are not standing in front of the burning car.	2
3653	The boys are standing in front of the burning car. [SEP] Some young men are standing still and a car is exploding behind them.	2
3658	There is no boy filling a pitcher with water. [SEP] A boy is filling a pitcher with water.	1
3666	A man and a woman are walking nicely. [SEP] A man and a woman are walking.	0
3668	A man is strolling in the rain. [SEP] A man is walking in the rain.	0
3669	There is no man walking in the rain. [SEP] A man is walking in the rain.	1
3672	A man and a woman are walking. [SEP] There is no man walking in the rain.	2
3673	A man and a woman are walking. [SEP] It is raining on a walking man.	2
3682	Men are running a race. [SEP] Some racers are running down a track.	2
3684	Runners are racing down a track. [SEP] Men are running a race.	2
3685	Some men are running a race. [SEP] Racers are running down a track.	2
3686	Racers are running down a track. [SEP] Some men are resting.	2
3687	Men are running a race. [SEP] Racers are running down a track.	2
3689	The men are packing suitcases into the trunk of a car. [SEP] The men are not packing suitcases into the trunk of a car.	1
3690	The men are packing suitcases into the trunk of a car. [SEP] The men are in the suitcases that are being packed in the trunk of a car.	2
3691	The men are carefully putting suitcases into the trunk of a car. [SEP] The men are putting suitcases into the trunk of a car.	0
3692	The men are not putting suitcases into the trunk of a car. [SEP] The men are putting suitcases into the trunk of a car.	1
3693	The men are carefully putting suitcases into the trunk of a car. [SEP] The men are packing suitcases into the trunk of a car.	0
3694	The men are not putting suitcases into the trunk of a car. [SEP] The men are packing suitcases into the trunk of a car.	1
3695	The men are putting suitcases into the trunk of a car. [SEP] The men are placing suitcases in the trunk of a car.	0
3696	The men are putting suitcases into the trunk of a car. [SEP] The men are not packing suitcases into the trunk of a car.	1
3697	The men are in the suitcases that are being packed in the trunk of a car. [SEP] The men are putting suitcases into the trunk of a car.	2
3699	A woman is putting on eyeshadow. [SEP] Eyeshadow is being put on by a woman.	0
3701	A woman is putting make-up on. [SEP] The woman is putting make-up on.	0
3702	A woman is putting make-up on. [SEP] The woman is removing make-up.	1
3703	A woman is putting on eyeshadow. [SEP] The woman is putting make-up on.	0
3705	Eyeshadow is being put on by a woman. [SEP] A woman is putting make-up on.	0
3707	A woman is putting on eyeshadow. [SEP] A woman is putting make-up on.	0
3708	A toy train is violently striking a toy car. [SEP] A toy train is striking a toy car.	0
3710	A toy train is striking a toy car. [SEP] A toy train is hitting a toy car.	0
3713	A toy train is striking a toy car. [SEP] A toy train is hitting a toy car.	0
3719	The person is peeling an onion. [SEP] A person is peeling an onion.	0
3720	A person is peeling an onion. [SEP] There is no person peeling an onion.	1
3725	The person is slicing onions. [SEP] The person is peeling an onion.	1
3727	The person is slicing onions. [SEP] A person is peeling an onion.	2
3728	Several swimmers are dashing into the water. [SEP] Several swimmers are jumping into the water.	2
3736	Some racers are swimming in a lake. [SEP] Several swimmers are jumping into the water.	2
3737	Several swimmers are dashing into the water. [SEP] Swimmers are racing in a lake.	2
3739	Swimmers are racing in a lake. [SEP] Several jumpers are swimming in the water.	2
3740	Several swimmers are jumping into the water. [SEP] Swimmers are racing in a lake.	2
3742	A man is putting down the guitar. [SEP] A man is playing a guitar.	1
3743	A woman is playing a guitar. [SEP] A guitar is being played by a woman.	0
3746	There is no woman playing a guitar. [SEP] A man is playing a guitar.	2
3748	A man is putting down the guitar. [SEP] A woman is playing a guitar.	2
3750	A boy is looking at a calendar. [SEP] A boy is staring at a calendar.	0
3751	A boy is looking at a calendar. [SEP] There is no boy looking at a calendar.	1
3752	The boy is studying a calendar. [SEP] A boy is studying a calendar.	0
3753	A boy is shredding a calendar. [SEP] A boy is studying a calendar.	2
3755	A boy is looking at a calendar. [SEP] A boy is shredding a calendar.	2
3756	A boy is studying a calendar. [SEP] A boy is staring at a calendar.	0
3758	A boy is looking at a calendar. [SEP] A boy is studying a calendar.	0
3759	A person is stupidly throwing a cat at the ceiling. [SEP] A person is throwing a cat at the ceiling.	0
3761	A person is throwing a cat at the ceiling. [SEP] A cat is thrown at the ceiling by a person.	0
3762	A person is throwing a cat at the ceiling. [SEP] A person is taking a cat down from the ceiling.	2
3765	A person is stupidly throwing a cat at the ceiling. [SEP] A person is throwing a cat at the ceiling.	0
3766	There is no person throwing a cat at the ceiling. [SEP] A person is throwing a cat at the ceiling.	1
3770	The woman is taking up and holding a baby kangaroo. [SEP] The woman is picking up and holding a baby kangaroo.	0
3774	The woman is picking up and holding a baby kangaroo. [SEP] A woman is picking up and holding a kangaroo, which is a baby, in her arms.	0
3776	The woman is picking up and holding a baby kangaroo. [SEP] A woman is picking up and holding a baby kangaroo in her arms.	0
3777	A woman is dancing and a man is playing the keyboard. [SEP] The woman is dancing and a man is playing the keyboard.	0
3779	A woman is playing the keyboard and a man is dancing. [SEP] A woman is dancing and a man is playing the keyboard.	2
3780	A woman is gracefully dancing on a stage. [SEP] A woman is dancing on a stage.	0
3781	A woman is walking off a stage. [SEP] A woman is dancing on a stage.	2
3783	A woman is gracefully dancing on a stage. [SEP] A woman is dancing and a man is playing the keyboard.	2
3784	A woman is dancing and a man is playing the keyboard. [SEP] A woman is walking off a stage.	2
3785	A woman is staging a dance. [SEP] A woman is dancing and a man is playing the keyboard.	2
3788	A woman is playing the keyboard and a man is dancing. [SEP] A woman is dancing on a stage.	2
3789	A woman is dancing and a man is playing the keyboard. [SEP] A woman is dancing on a stage.	2
3795	A woman is scrubbing a zucchini with a brush for vegetables. [SEP] A person is scrubbing a zucchini.	0
3797	A person is scrubbing a zucchini. [SEP] A woman is eating zucchini and vegetables and scrubbing with a brush.	2
3799	A person is packing a zucchini. [SEP] A woman is scrubbing a zucchini with a vegetable brush.	2
3800	A woman is scrubbing a zucchini with a vegetable brush. [SEP] A person is scrubbing a zucchini.	0
3801	A man in a cap is playing a harp. [SEP] A man in a hat is playing a harp.	0
3803	A harp is being played with a hat by a man. [SEP] A man in a hat is playing a harp.	2
3804	A man is playing a guitar. [SEP] A man is playing an instrument.	0
3805	A man is throwing away a guitar. [SEP] A man is playing a guitar.	2
3807	A man is throwing away a guitar. [SEP] A man in a hat is playing a harp.	2
3809	There is no man in a hat playing a harp. [SEP] A man is playing a guitar.	2
3814	A woman is peppering green slices. [SEP] A woman is slicing a green pepper.	2
3820	The woman with a knife is slicing a pepper. [SEP] There is no woman slicing a green pepper.	2
3821	A woman is peppering green slices. [SEP] The woman with a knife is slicing a pepper.	2
3823	A concentrated woman is playing flute. [SEP] A woman is playing flute.	0
3825	The woman is playing a flute. [SEP] A woman is playing a flute.	0
3826	The woman is putting away a flute. [SEP] A woman is playing a flute.	2
3827	A woman is playing flute. [SEP] The woman is playing a flute.	0
3828	The woman is putting away a flute. [SEP] A woman is playing flute.	2
3831	A woman is playing a flute. [SEP] A woman is playing flute.	0
3834	The man is riding a horse by a creek. [SEP] The man is riding a horse by a stream.	0
3836	A horse is being ridden in a creek by a man. [SEP] The man is riding a horse by a creek.	0
3838	The man is not riding a horse by a creek. [SEP] A man is riding a horse.	2
3839	A horse is being ridden in a creek by a man. [SEP] A man is riding a horse.	0
3840	The man is riding a horse by a creek. [SEP] A horse is being ridden by a man.	0
3844	A cat is playing a piano. [SEP] A cat is sitting on a piano.	2
3845	A cat is playing a piano. [SEP] A cat song is being played on a piano.	2
3846	The cat is playing keyboards. [SEP] A cat is playing keyboards.	0
3847	A cat is playing keyboards. [SEP] There is no cat playing keyboards.	1
3852	A cat is playing keyboards. [SEP] A cat song is being played on a piano.	2
3853	A cat is playing a piano. [SEP] A cat is playing keyboards.	0
3856	The man is walking along a path through the wilderness. [SEP] The man is walking along a track through the wilderness.	0
3857	The man is walking along a path through the wilderness. [SEP] The man is not walking along a path through the wilderness.	1
3860	A man is walking down a road. [SEP] The man is not walking along a path through the wilderness.	2
3864	A man is walking down a road. [SEP] The man is walking along a path through the wilderness.	2
3866	A man is going into the water. [SEP] A man is coming out of the water.	2
3868	The man is dipping into a swamp. [SEP] A man is rising from a swamp.	2
3869	A man is escaping a rising swamp. [SEP] A man is rising from a swamp.	2
3870	The man is rising from a swamp. [SEP] A man is coming out of the water.	0
3871	The man is dipping into a swamp. [SEP] A man is coming out of the water.	2
3872	A man is escaping a rising swamp. [SEP] A man is coming out of the water.	2
3873	A man is rising from a swamp. [SEP] A person is coming out of the water.	2
3874	A man is going into the water. [SEP] A man is rising from a swamp.	2
3882	A man is dangerously dancing on the ceiling of a room. [SEP] A man is dancing upside-down on the ceiling.	2
3883	A man is dancing upside-down on the ceiling. [SEP] A man is idling on the floor.	2
3884	A man is dancing upside-down on the ceiling. [SEP] A man is dancing on the ceiling of a room.	0
3885	A man is dancing. [SEP] A male is dancing.	0
3886	There is no man dancing. [SEP] A man is dancing.	1
3887	A man is singing passionately. [SEP] A man is singing.	0
3892	There is no man dancing. [SEP] A man is singing.	2
3893	A man is dancing. [SEP] A man is singing.	2
3895	The girl is lounging. [SEP] A girl is exercising.	2
3898	A girl is exercising. [SEP] A man is doing exercise.	2
3899	There is no man exercising. [SEP] A girl is exercising.	2
3901	The girl is lounging. [SEP] A man is exercising.	2
3904	A man is playing the guitar. [SEP] A man is packing the guitar.	2
3905	The man is singing heartily and playing the guitar. [SEP] The man is singing and playing the guitar.	0
3908	A man is playing the guitar. [SEP] The man is silent and still.	2
3912	A few people are dancing. [SEP] A group of people are dancing.	0
3914	The women are divinely dancing outside. [SEP] The women are dancing outside.	0
3915	The women are not dancing outside. [SEP] The women are dancing outside.	1
3917	The women are not dancing outside. [SEP] A group of people are dancing.	2
3920	The women are dancing outside. [SEP] A group of people are dancing.	0
3921	Boys are dancing in front of some people. [SEP] Young men are dancing in front of some people.	2
3924	Two men are doing a funny skit with a boxer in front of a crowd of people. [SEP] Two men are doing a skit, which is very funny, with a boxer in front of a crowd of people.	0
3929	Boys are dancing in front of some people. [SEP] A funny crowd of people is doing a skit of two boxing men.	2
3930	Young men are dancing in front of some people. [SEP] Two men are doing a funny skit with a boxer in front of a crowd of people.	2
3934	The boy is checking a calendar. [SEP] A boy is checking a calendar.	0
3935	A boy is checking a calendar. [SEP] There is no boy checking a calendar.	1
3936	A boy is attentively looking at a calendar. [SEP] A boy is looking at a calendar.	0
3938	A boy is attentively looking at a calendar. [SEP] A boy is checking a calendar.	0
3939	A boy is checking a calendar. [SEP] A boy is throwing away a calendar.	2
3940	The boy is checking a calendar. [SEP] A boy is looking at a calendar.	0
3942	A boy is checking a calendar. [SEP] A boy is looking at a calendar.	0
3943	The men are fighting with their fists in a ring. [SEP] The men are fist fighting in a ring.	0
3947	The men are fist fighting in a ring. [SEP] Two people are fist fighting in a ring.	0
3948	The men are fist fighting in a ring. [SEP] Nobody is fist fighting in a ring.	1
3949	The men are fighting with their fists in a ring. [SEP] Two men are fist fighting in a ring.	0
3951	Two men are fist fighting in a ring. [SEP] The men are fist fighting in a ring.	0
3955	The boy is not riding a bike on the top of a metal fence. [SEP] The boy is riding a bike on the top of a metal fence.	1
3956	The boy is riding a bike on the top of a metal fence. [SEP] The riders are fencing in a boy's metal bike.	2
3957	The boy is riding a bike on the top of a fence made of metal. [SEP] A biker is riding along the top of a fence.	0
3958	The boy is not riding a bike on the top of a metal fence. [SEP] A biker is riding along the top of a fence.	2
3961	A biker is riding away from a fence. [SEP] The boy is riding a bike on the top of a metal fence.	2
3970	A woman is slicing a clove of garlic. [SEP] A woman is washing a big pepper.	2
3972	A child is slowly waking up. [SEP] A child is waking up.	0
3973	A child is waking up. [SEP] There is no child waking up.	1
3976	A girl is awakening. [SEP] A child is waking up.	0
3980	A girl is waking up. [SEP] A child is waking up.	0
3985	A tomato is being sliced by a woman. [SEP] A woman is peeling a potato.	2
3986	A woman is peeling a potato. [SEP] There is no woman slicing a tomato.	2
3987	A woman is slicing a tomato. [SEP] The woman is peeling a potato.	2
3990	A boy is skillfully playing a piano. [SEP] A boy is playing a piano.	0
3992	A man is singing and playing a guitar. [SEP] A person is singing and playing a guitar.	0
3993	A man is singing and playing a guitar. [SEP] There is no man singing and playing a guitar.	1
3994	A man is singing and playing a guitar. [SEP] Someone is singing about a man who plays the guitar.	2
3995	A person is singing and playing a guitar. [SEP] A boy is playing a piano.	2
3998	A man is singing and playing a guitar. [SEP] A boy is skillfully playing a piano.	2
3999	A man is singing and playing a guitar. [SEP] There is no boy playing a piano.	2
4002	A man is climbing a rope. [SEP] A man is coming down a rope.	2
4004	A man is climbing up a rope. [SEP] The man is climbing up a rope.	0
4007	A man is climbing a rope. [SEP] The man is not climbing up a rope.	2
4012	The woman is picking up a kangaroo that is little. [SEP] The woman is picking up a baby kangaroo.	0
4013	The woman is picking up a baby kangaroo. [SEP] The woman is not picking up a baby kangaroo.	1
4014	The woman is picking up a baby kangaroo. [SEP] A kangaroo is picking up the woman's baby.	2
4017	The woman is picking up the kangaroo. [SEP] The kangaroo is picking up the woman.	1
4020	The woman is picking up a baby kangaroo. [SEP] The kangaroo is picking up the woman.	2
4021	The woman is picking up a kangaroo that is little. [SEP] The woman is picking up the kangaroo.	0
4028	There is no man breaking wooden boards with his hand. [SEP] A man is breaking wooden boards with his hand.	1
4033	Tiles are being broken with his hands by a man. [SEP] A man is breaking wooden boards with his hand.	2
4034	A man is repairing tiles with his hands. [SEP] A man is breaking wooden boards with his hand.	2
4036	A person is riding a jetski in the waves. [SEP] The person is riding a jetski in the waves.	0
4037	A person is riding a jetski in the waves. [SEP] There is no person riding a jetski in the waves.	1
4038	A Seadoo is being ridden by a woman. [SEP] A woman is riding a Seadoo.	0
4040	A person is riding a jetski in the waves. [SEP] A Seadoo is being ridden by a woman.	2
4041	A person is riding a jetski in the waves. [SEP] A woman is parking a Seadoo.	2
4043	A woman is riding a Seadoo. [SEP] There is no person riding a jetski in the waves.	1
4045	A man is dancing. [SEP] A person is dancing.	0
4046	A man is standing still. [SEP] A man is dancing.	2
4047	A man is slowly dancing on the road. [SEP] A man is dancing on the road.	0
4049	A man is slowly dancing on the road. [SEP] A man is dancing.	0
4050	A man is dancing. [SEP] There is no man dancing on the road.	2
4056	A man is running on the road. [SEP] The man is running on the road.	0
4058	The man is running on the road. [SEP] A dog is running on the road.	2
4061	There is no dog running on the road. [SEP] A man is running on the road.	2
4062	A dog is running on the road. [SEP] A man is running on the road.	2
4063	A man is outside and is throwing blades at a target which is close. [SEP] A man is outside and is throwing blades at a close target.	0
4065	A man is outside close to a target for blade throwing. [SEP] A man is outside and is throwing blades at a close target.	2
4068	A man is outside and is throwing blades at a close target. [SEP] The man is hurling knives at a tree.	2
4069	A man is outside and is throwing blades at a close target. [SEP] The man is removing knives from a tree.	2
4071	The man is throwing knives at a tree. [SEP] A man is inside the house and is throwing blades at a close target.	2
4072	A man is outside close to a target for blade throwing. [SEP] The man is throwing knives at a tree.	2
4074	A horse is being ridden by a man. [SEP] A man is riding a horse.	0
4076	One man is riding a horse. [SEP] The man is riding a horse.	0
4083	A man is stopping a horse. [SEP] The man is riding a horse.	2
4084	The man is riding a horse. [SEP] A man is riding a horse.	0
4085	A picture is being drawn by a man. [SEP] A man is drawing a picture.	0
4087	A man is taking a picture of a drawing. [SEP] A man is drawing a picture.	2
4088	The person is painting. [SEP] The person is drawing.	2
4090	Someone is drawing a person. [SEP] The person is drawing.	0
4094	A picture is being drawn by a man. [SEP] The person is drawing.	0
4100	Someone is playing the guitar. [SEP] Somebody is playing the guitar.	0
4102	Somebody is playing the guitar. [SEP] Someone is playing a piano.	2
4105	Someone is playing the guitar. [SEP] Someone is dismantling a piano.	2
4108	There is no man eating food. [SEP] A man is eating some food.	1
4109	A man is eating a pizza. [SEP] A pizza is being eaten by a man.	0
4112	There is no man eating a pizza. [SEP] A man is eating some food.	2
4113	A man is eating a pizza. [SEP] Some food is being eaten by a man.	0
4115	A man is eating a pizza. [SEP] A man is eating some food.	0
4117	A cute panda is lying down. [SEP] A cute panda is not lying down.	1
4118	The panda bear is resting on the logs. [SEP] The panda bear is lying on the logs.	0
4119	The panda bear is lying on the logs. [SEP] The panda bear is not lying on the logs.	1
4120	The log is lying on the panda bear. [SEP] The panda bear is lying on the logs.	1
4123	A cute panda is lying down. [SEP] The log is lying on the panda bear.	2
4125	The panda bear is lying on the logs. [SEP] A cute panda is not lying down.	1
4126	A cute panda is lying down. [SEP] The panda bear is lying on the logs.	2
4127	A dog is jumping on a trampoline. [SEP] A dog is bouncing on a trampoline.	0
4132	A dog is lying on a trampoline. [SEP] A dog is bouncing on a trampoline.	2
4134	There is no dog bouncing on a trampoline. [SEP] A dog is jumping on a trampoline.	1
4136	A man is doing back flips on a trampoline. [SEP] A man is jumping on a trampoline.	0
4137	There is no man doing back flips on a trampoline. [SEP] A man is doing back flips on a trampoline.	1
4141	A man is doing back flips on a trampoline. [SEP] There are no kids jumping on a trampoline.	2
4142	Several kids are jumping on a trampoline. [SEP] A man is jumping on a trampoline.	2
4145	A woman is slicing an onion. [SEP] A woman is cutting an onion.	0
4146	There is no woman cutting an onion. [SEP] A woman is cutting an onion.	1
4147	A woman is cutting meat. [SEP] A woman is slicing some meat.	0
4148	A woman is cutting meat. [SEP] A woman is not cutting meat.	1
4149	A woman is cutting an onion. [SEP] A woman is slicing some meat.	2
4152	A woman is cutting meat. [SEP] There is no woman cutting an onion.	0
4154	A man is playing a wooden flute. [SEP] A wooden flute is being played by a man.	0
4162	A man is playing a wooden flute. [SEP] A man is playing the piano.	2
4163	The man is cleaning the drawing on the board. [SEP] The man is erasing the drawing on the board.	0
4165	The man is erasing the other man's work from the board. [SEP] The man is erasing the other man's work from the panel.	0
4168	The man is erasing the drawing on the board. [SEP] The girl is erasing the other man's work from the board.	2
4173	There is no woman cutting a vegetable. [SEP] A woman is cutting a vegetable.	1
4174	An eggplant is being sliced by a woman. [SEP] A woman is slicing an eggplant.	0
4176	An eggplant is being sliced by a woman. [SEP] A woman is cutting a vegetable.	0
4178	A woman is slicing an eggplant. [SEP] A woman is slicing a vegetable.	0
4179	A woman is slicing an eggplant. [SEP] There is no woman cutting a vegetable.	1
4181	A dog is eating a doll. [SEP] A dog is biting a doll.	0
4183	A dog is playing with a toy. [SEP] A dog is having fun with a toy.	0
4185	A dog is playing with a toy. [SEP] A kid is playing with a toy dog.	2
4193	A man is dancing. [SEP] There is no man dancing.	1
4194	A man is praying fervently. [SEP] A man is praying.	0
4195	There is no man praying. [SEP] A man is praying.	1
4197	A man is dancing. [SEP] There is no man praying.	2
4199	A man is praying. [SEP] There is no man dancing.	2
4202	There is no man slicing some bread. [SEP] A man is slicing some bread.	1
4205	A man is slicing some bread. [SEP] A man is cutting a slice of bread.	0
4207	A man is slicing bread. [SEP] A person is slicing a piece of bread.	0
4209	A man is slicing some bread. [SEP] A person is slicing a piece of bread.	0
4212	Someone is scratching the belly of an animal. [SEP] Someone is stroking the belly of an animal.	0
4213	Someone is scratching the belly of an animal. [SEP] Someone is scratching the back of an animal.	2
4214	Someone is stroking the belly of an animal. [SEP] A woman is stroking a lemur.	0
4216	Someone is scratching the belly of an animal. [SEP] A lemur is being stroked by a woman.	2
4219	A lemur is eating quickly. [SEP] A lemur is eating.	0
4220	A lemur is eating. [SEP] There is no lemur eating.	1
4221	The animal with big eyes is voraciously eating. [SEP] The animal with big eyes is eating.	0
4223	The animal with big eyes is voraciously eating. [SEP] A lemur is eating.	2
4228	Guitar is being played by two men. [SEP] Two men are playing guitar.	0
4231	Two men are talking. [SEP] Two women are talking.	2
4232	Two people are talking. [SEP] Two men are playing guitar.	2
4235	Two girls are playing guitar. [SEP] Two men are talking.	2
4236	Two men are talking. [SEP] Two men are playing guitar.	2
4238	A man is playing a flute. [SEP] There is no man playing a flute.	1
4239	A man is playing an electronic keyboard. [SEP] An electronic keyboard is being played by a man.	0
4242	A man is playing a flute. [SEP] There is no man playing an electronic keyboard.	2
4244	There is no man playing a flute. [SEP] A man is playing an electronic keyboard.	2
4246	A song is being sung by a clown. [SEP] A clown is singing.	0
4247	There is no clown singing. [SEP] A clown is singing.	1
4248	A clown is singing and people are dancing. [SEP] A costumed performer is singing and people are dancing.	0
4251	A costumed performer is singing and people are dancing. [SEP] A clown is singing.	2
4252	There is no clown singing and people are not dancing. [SEP] A clown is singing.	1
4253	People are singing and a clown is dancing. [SEP] A clown is singing.	2
4254	A clown is singing and people are dancing. [SEP] A song is being sung by a clown.	0
4257	The horse is being ridden by the girl. [SEP] The girl is riding the horse.	0
4259	The girl is spraying the plants with water. [SEP] The girl is watering the plants.	0
4260	The girl is spraying the plants with water. [SEP] The boy is spraying the plants with water.	2
4265	The girl is spraying the plants with water. [SEP] The girl is riding the horse.	2
4266	A man is rapidly chopping some mushrooms with a knife. [SEP] A man is quickly chopping some mushrooms with a knife.	0
4267	There is no man rapidly chopping some mushrooms with a knife. [SEP] A man is rapidly chopping some mushrooms with a knife.	1
4269	A person is not quickly chopping mushrooms with a knife. [SEP] A person is quickly chopping mushrooms with a knife.	1
4272	A man is quickly chopping some mushrooms with a knife. [SEP] A person is quickly chopping mushrooms with a knife.	0
4274	A person is quickly chopping mushrooms with a knife. [SEP] A man is rapidly chopping some mushrooms with a knife.	0
4275	A man and a woman are shaking hands. [SEP] Two persons are shaking hands.	0
4277	An old woman is shaking hands with a man. [SEP] An woman that is old is shaking hands with a man.	0
4279	An woman that is old is shaking hands with a man. [SEP] A man and a woman are shaking hands.	0
4280	A young woman is shaking hands with a man. [SEP] A man and a woman are shaking hands.	0
4282	An old woman is shaking hands with a man. [SEP] A man and a woman are not shaking hands.	1
4283	An old woman is shaking hands with a man. [SEP] A man and a woman are shaking hands.	0
4284	A woman is chopping up an octopus. [SEP] A woman is cutting an octopus.	0
4287	The man is cutting cooked octopus. [SEP] The woman is cutting cooked octopus.	2
4289	The man is cutting cooked octopus. [SEP] A woman is chopping up an octopus.	2
4290	The woman is cutting cooked octopus. [SEP] A woman is cutting an octopus.	0
4291	There is no woman chopping up an octopus. [SEP] The woman is cutting cooked octopus.	1
4295	An airplane is taking off. [SEP] An aircraft is taking off.	0
4301	An airplane is taking off. [SEP] A plane is taking off.	0
4304	A woman is riding a horse. [SEP] A woman is riding an animal.	0
4305	A woman is not riding a horse. [SEP] A woman is riding a horse.	1
4306	A man is shooting guns. [SEP] A woman is riding an animal.	2
4307	A man is shooting guns. [SEP] A woman is not riding a horse.	2
4308	A man is shooting a weapon. [SEP] A woman is riding a horse.	2
4312	A man is cutting a potato. [SEP] There is no man cutting a potato.	1
4315	A woman is slicing a tomato. [SEP] A man is cutting a potato.	2
4316	A man is cutting a potato. [SEP] A man is cutting a tomato.	2
4318	There is no man cutting a potato. [SEP] A woman is cutting a tomato.	2
4320	A man is making a sketch. [SEP] A man is drawing.	0
4322	A girl is drawing a man. [SEP] A man is drawing.	2
4323	The man is drawing. [SEP] The man is painting.	2
4325	The man is drawing. [SEP] The woman is drawing a man.	2
4328	The woman is drawing a man. [SEP] A man is drawing.	2
4329	A man is making a sketch. [SEP] The man is drawing.	0
4338	A woman is picking a can. [SEP] There is no woman slicing a tomato.	2
4339	A woman is slicing a tomato. [SEP] A woman is taking a can.	2
4340	A man is picking a can. [SEP] A woman is slicing a tomato.	2
4341	A woman is picking a can. [SEP] A woman is slicing a tomato.	2
4344	Someone is peeling a banana. [SEP] Someone is removing the peel of a banana.	0
4346	A man is eating a banana. [SEP] Someone is removing the peel of a banana.	2
4347	A man is eating a banana. [SEP] There is no one peeling a banana.	2
4348	Someone is peeling a banana. [SEP] A man is eating a fruit.	2
4349	There is no man eating a banana. [SEP] Someone is peeling a banana.	2
4350	A man is eating a banana. [SEP] Someone is peeling a banana.	2
4351	A dog is barking noisily. [SEP] A dog is barking.	0
4354	A jet is not flying. [SEP] A jet is flying.	1
4357	A dog is barking noisily. [SEP] A jet is flying.	2
4359	A jet is flying. [SEP] A dog is barking.	2
4361	A man is cutting a paper. [SEP] There is no man cutting a paper.	1
4363	A person is tearing paper. [SEP] A person is tearing sheets.	2
4364	A person is not tearing paper. [SEP] A person is tearing paper.	1
4365	A person is tearing sheets. [SEP] A man is cutting a paper.	2
4369	A man is cutting himself with a piece of paper. [SEP] A person is tearing paper.	2
4370	A person is tearing paper. [SEP] A man is cutting a paper.	2
4377	Someone is playing a piano. [SEP] A guitar is being played by a man.	2
4378	A man is not playing a guitar. [SEP] Someone is playing a piano.	2
4379	A man is playing a guitar. [SEP] Someone is playing a piano.	2
4381	A man is untying a shoe. [SEP] A man is tying a shoe.	2
4382	A man is tying a shoe. [SEP] A man is tying the shoe.	0
4386	A shoe is being tied by a man. [SEP] A man is tying a shoe.	0
4387	A man is untying a shoe. [SEP] A man is tying a shoe.	2
4390	A guy is not riding a horse. [SEP] A guy is riding a horse.	1
4392	A man is riding a horse on the beach. [SEP] A man is riding a horse in the desert.	2
4393	A man is riding a horse in a sandy land. [SEP] A guy is riding a horse.	0
4394	A man is riding a horse on the beach. [SEP] A guy is riding a horse.	0
4395	A man is riding a horse in the desert. [SEP] A horse is being ridden by a guy.	0
4396	A guy is not riding a horse. [SEP] A man is riding a horse in the desert.	2
4398	A paper plate is being cut by a man. [SEP] A man is cutting a paper plate.	0
4401	The man is not cutting a paper plate. [SEP] The man is cutting a paper plate.	1
4407	Two men are competing in a tire rolling race. [SEP] Two men are racing in a tire rolling competition.	0
4408	Two men are competing in a tire rolling race. [SEP] Two women are competing in a tire rolling race.	2
4410	There are no people flipping the tires of a tractor. [SEP] Two people in a race are flipping the tires of a tractor.	1
4412	There are no people flipping the tires of a tractor. [SEP] Two men are competing in a tire rolling race.	2
4414	Two people in a race are flipping the tires of a tractor. [SEP] Two women are competing in a tire rolling race.	2
4417	There is no man patting an alligator on the mouth. [SEP] A man is patting an alligator on the mouth.	1
4418	A person is dropping chopped vegetables into a pot on the stove. [SEP] Chopped vegetables are being dropped into a pot on the stove by a person.	0
4426	The men are not talking. [SEP] The men are talking.	1
4431	Some women are talking. [SEP] The men are having a conversation.	2
4432	The men are not talking. [SEP] Some women are talking.	2
4439	There is no woman putting on lipstick. [SEP] A man is playing the guitar.	2
4440	A man is playing an instrument. [SEP] A woman is putting on lipstick.	2
4442	A man is playing the guitar. [SEP] A woman is putting on lipstick.	2
4443	A man is singing to a girl. [SEP] A man is singing to a woman.	2
4445	A man is phoning. [SEP] A man is talking on the phone.	0
4446	A man is talking on the phone. [SEP] A man is not talking on the phone.	1
4447	A man is phoning. [SEP] A man is singing to a woman.	2
4454	The rhino is grazing on the grass. [SEP] The rhino is being fed on the grass.	0
4457	A rhino is grazing in a field. [SEP] The rhino is not grazing on the grass.	2
4458	The rhino is grazing on the grass. [SEP] A animal is grazing in a field.	0
4464	A man and a woman are running together and holding hands. [SEP] A man and a woman are standing together and holding hands.	2
4468	A man and a woman are running together and holding hands. [SEP] There is no couple running towards the ocean.	2
4469	A man and a woman are running together and holding hands. [SEP] A couple is running towards the ocean.	0
4471	A man is punching a soccer ball. [SEP] A man is kicking a soccer ball.	2
4472	The content of a bowl is being mixed by a man. [SEP] A man is mixing the content of a bowl.	0
4473	A man is mixing the content of a bowl. [SEP] A woman is mixing the content of a bowl.	2
